site_id,equipment_type,manufacturer,model,serial_number,installation_date,warranty_expiry,notes
79748607-4a39-4ffd-a162-ce6c9aaefc8d,Inverter,ABB,ABB PVS800-57,8151502988,,,Station: 1 | Location: 1 | Power: 800kW | Inverters: 4
79748607-4a39-4ffd-a162-ce6c9aaefc8d,Inverter,ABB,ABB PVS800-57,8151502650,,,Station: 1 | Location: 2 | Power: 800kW
79748607-4a39-4ffd-a162-ce6c9aaefc8d,Inverter,ABB,ABB PVS800-57,8151501155,,,Station: 2 | Location: 3 | Power: 800kW
79748607-4a39-4ffd-a162-ce6c9aaefc8d,Inverter,ABB,ABB PVS800-57,8151501248,,,Station: 2 | Location: 4 | Power: 800kW
d48e90ac-4b8c-4cbf-94e5-09cdac9956ab,Inverter,Schneider,Schneider Conext Core XC,U21522001614,,,Station: A | Location: A.1 | Power: 680kW | Inverters: 6
d48e90ac-4b8c-4cbf-94e5-09cdac9956ab,Inverter,Schneider,Schneider Conext Core XC,U21511030011,,,Station: A | Location: A.2 | Power: 680kW
d48e90ac-4b8c-4cbf-94e5-09cdac9956ab,Inverter,Schneider,Schneider Conext Core XC,U21511000514,,,Station: B | Location: B.1 | Power: 680kW
d48e90ac-4b8c-4cbf-94e5-09cdac9956ab,Inverter,Schneider,Schneider Conext Core XC,U21511030008,,,Station: B | Location: B.2 | Power: 680kW
d48e90ac-4b8c-4cbf-94e5-09cdac9956ab,Inverter,Schneider,Schneider Conext Core XC,U21524030022,,,Station: C | Location: C.1 | Power: 680kW
d48e90ac-4b8c-4cbf-94e5-09cdac9956ab,Inverter,Schneider,Schneider Conext Core XC,U21511000511,,,Station: C | Location: C.2 | Power: 680kW
40940012-e997-4f71-99c4-d2d03b7ec3e9,Inverter,SMA,SMA SC-xxxCP-10,180804428,,,Station: 1 | Location: 1.1 | Inverters: 4
40940012-e997-4f71-99c4-d2d03b7ec3e9,Inverter,SMA,SMA SC-xxxCP-10,180804429,,,Station: 1 | Location: 1.2
40940012-e997-4f71-99c4-d2d03b7ec3e9,Inverter,SMA,SMA SC-xxxCP-10,180804430,,,Station: 2 | Location: 2.1
40940012-e997-4f71-99c4-d2d03b7ec3e9,Inverter,SMA,SMA SC-xxxCP-10,180804431,,,Station: 2 | Location: 2.2
1a0c03f8-58fa-4763-a773-f476d44767dc,Inverter,Schneider,Schneider Conext Core XC,U21543000194,,,Station: A | Location: A.1 | Power: 680kW | Inverters: 14
1a0c03f8-58fa-4763-a773-f476d44767dc,Inverter,Schneider,Schneider Conext Core XC,U21541001052,,,Station: A | Location: A.2 | Power: 680kW
1a0c03f8-58fa-4763-a773-f476d44767dc,Inverter,Schneider,Schneider Conext Core XC,U21535000405,,,Station: B | Location: B.1 | Power: 680kW
1a0c03f8-58fa-4763-a773-f476d44767dc,Inverter,Schneider,Schneider Conext Core XC,U21536000717,,,Station: B | Location: B.2 | Power: 680kW
1a0c03f8-58fa-4763-a773-f476d44767dc,Inverter,Schneider,Schneider Conext Core XC,U21542001554,,,Station: C | Location: C.1 | Power: 680kW
1a0c03f8-58fa-4763-a773-f476d44767dc,Inverter,Schneider,Schneider Conext Core XC,U21541000999,,,Station: C | Location: C.2 | Power: 680kW
1a0c03f8-58fa-4763-a773-f476d44767dc,Inverter,Schneider,Schneider Conext Core XC,U21541001002,,,Station: D | Location: D.1 | Power: 680kW
1a0c03f8-58fa-4763-a773-f476d44767dc,Inverter,Schneider,Schneider Conext Core XC,U21543000592,,,Station: D | Location: D.2 | Power: 680kW
1a0c03f8-58fa-4763-a773-f476d44767dc,Inverter,Schneider,Schneider Conext Core XC,U21542001738,,,Station: E | Location: E.1 | Power: 680kW
1a0c03f8-58fa-4763-a773-f476d44767dc,Inverter,Schneider,Schneider Conext Core XC,U21538000856,,,Station: E | Location: E.2 | Power: 680kW
1a0c03f8-58fa-4763-a773-f476d44767dc,Inverter,Schneider,Schneider Conext Core XC,U21543000102,,,Station: F | Location: F.1 | Power: 680kW
1a0c03f8-58fa-4763-a773-f476d44767dc,Inverter,Schneider,Schneider Conext Core XC,U21541000364,,,Station: F | Location: F.2 | Power: 680kW
1a0c03f8-58fa-4763-a773-f476d44767dc,Inverter,Schneider,Schneider Conext Core XC,U21543000591,,,Station: G | Location: G.1 | Power: 680kW
1a0c03f8-58fa-4763-a773-f476d44767dc,Inverter,Schneider,Schneider Conext Core XC,U21535000414,,,Station: G | Location: G.2 | Power: 680kW
0031f77b-bb0a-42d2-a41b-92b00feb00a0,Inverter,SMA,SMA SC-xxxCP-10,180801642,,,Station: 1 | Location: 1.1 | Power: 900kW | Inverters: 6
0031f77b-bb0a-42d2-a41b-92b00feb00a0,Inverter,SMA,SMA SC-xxxCP-10,180801643,,,Station: 1 | Location: 1.2 | Power: 900kW
0031f77b-bb0a-42d2-a41b-92b00feb00a0,Inverter,SMA,SMA SC-xxxCP-10,180801656,,,Station: 2 | Location: 2.1 | Power: 900kW
0031f77b-bb0a-42d2-a41b-92b00feb00a0,Inverter,SMA,SMA SC-xxxCP-10,180801657,,,Station: 2 | Location: 2.2 | Power: 900kW
0031f77b-bb0a-42d2-a41b-92b00feb00a0,Inverter,SMA,SMA SC-xxxCP-10,180801654,,,Station: 3 | Location: 3.1 | Power: 900kW
0031f77b-bb0a-42d2-a41b-92b00feb00a0,Inverter,SMA,SMA SC-xxxCP-10,180801655,,,Station: 3 | Location: 3.2 | Power: 900kW
d3aebd40-fbd7-4405-a640-0bf08fa4e5e6,Inverter,SMA,SMA SC-xxxCP-10,180802319,,,Station: 1 | Location: 1.1 | Power: 900kW | Inverters: 4
d3aebd40-fbd7-4405-a640-0bf08fa4e5e6,Inverter,SMA,SMA SC-xxxCP-10,180802318,,,Station: 1 | Location: 1.2 | Power: 900kW
d3aebd40-fbd7-4405-a640-0bf08fa4e5e6,Inverter,SMA,SMA SC-xxxCP-10,180802275,,,Station: 2 | Location: 2.1 | Power: 900kW
d3aebd40-fbd7-4405-a640-0bf08fa4e5e6,Inverter,SMA,SMA SC-xxxCP-10,180802274,,,Station: 2 | Location: 2.2 | Power: 900kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 1.1,,,Station: 1 | Location: 1A | Power: 680kW | Inverters: 22
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 1.2,,,Station: 1 | Location: 1B | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 2.1,,,Station: 2 | Location: 2A | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 2.2,,,Station: 2 | Location: 2B | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 3.1,,,Station: 3 | Location: 3A | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 3.2,,,Station: 3 | Location: 3B | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 4.1,,,Station: 4 | Location: 4A | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 4.2,,,Station: 4 | Location: 4B | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 5.1,,,Station: 5 | Location: 5A | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 5.2,,,Station: 5 | Location: 5B | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,U21436020004,,,Station: 6 | Location: 6A | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 6.2,,,Station: 6 | Location: 6B | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 7.1,,,Station: 7 | Location: 7A | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 7.2,,,Station: 7 | Location: 7B | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 8.1,,,Station: 8 | Location: 8A | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 8.2,,,Station: 8 | Location: 8B | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 9.1,,,Station: 9 | Location: 9A | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 9.2,,,Station: 9 | Location: 9B | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 10.1,,,Station: 10 | Location: 10A | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 10.2,,,Station: 10 | Location: 10B | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 11.1,,,Station: 11 | Location: 11A | Power: 680kW
4b97df08-e832-4471-ae34-d04058e1d6b7,Inverter,Schneider,Schneider Conext Core XC,Aspatria 11.2,,,Station: 11 | Location: 11B | Power: 680kW
452b0b1f-f992-4c5b-bd54-365c7e0172fd,Inverter,SMA,SMA SC-xxxCP-10,180351309,,,Station: 1 | Location: 1.1 | Power: 900kW | Inverters: 15
452b0b1f-f992-4c5b-bd54-365c7e0172fd,Inverter,SMA,SMA SC-xxxCP-10,180351310,,,Station: 1 | Location: 1.2 | Power: 900kW
452b0b1f-f992-4c5b-bd54-365c7e0172fd,Inverter,SMA,SMA SC-xxxCP-10,180351307,,,Station: 2 | Location: 2.3 | Power: 900kW
452b0b1f-f992-4c5b-bd54-365c7e0172fd,Inverter,SMA,SMA SC-xxxCP-10,180351308,,,Station: 2 | Location: 2.4 | Power: 900kW
452b0b1f-f992-4c5b-bd54-365c7e0172fd,Inverter,SMA,SMA SC-xxxCP-10,180351305,,,Station: 3 | Location: 3.5 | Power: 900kW
452b0b1f-f992-4c5b-bd54-365c7e0172fd,Inverter,SMA,SMA SC-xxxCP-10,180351306,,,Station: 3 | Location: 3.6 | Power: 900kW
452b0b1f-f992-4c5b-bd54-365c7e0172fd,Inverter,SMA,SMA SC-xxxCP-10,180351303,,,Station: 4 | Location: 4.7 | Power: 900kW
452b0b1f-f992-4c5b-bd54-365c7e0172fd,Inverter,SMA,SMA SC-xxxCP-10,180351304,,,Station: 4 | Location: 4.8 | Power: 900kW
452b0b1f-f992-4c5b-bd54-365c7e0172fd,Inverter,SMA,SMA SC-xxxCP-10,180351381,,,Station: 5 | Location: 5.9 | Power: 900kW
452b0b1f-f992-4c5b-bd54-365c7e0172fd,Inverter,SMA,SMA SC-xxxCP-10,180351281,,,Station: 6 | Location: 6.1 | Power: 900kW
452b0b1f-f992-4c5b-bd54-365c7e0172fd,Inverter,SMA,SMA SC-xxxCP-10,180351282,,,Station: 6 | Location: 6.11 | Power: 900kW
452b0b1f-f992-4c5b-bd54-365c7e0172fd,Inverter,SMA,SMA SC-xxxCP-10,180351283,,,Station: 7 | Location: 7.12 | Power: 900kW
452b0b1f-f992-4c5b-bd54-365c7e0172fd,Inverter,SMA,SMA SC-xxxCP-10,180351284,,,Station: 7 | Location: 7.13 | Power: 900kW
452b0b1f-f992-4c5b-bd54-365c7e0172fd,Inverter,SMA,SMA SC-xxxCP-10,180351302,,,Station: 8 | Location: 8.14 | Power: 900kW
452b0b1f-f992-4c5b-bd54-365c7e0172fd,Inverter,SMA,SMA SC-xxxCP-10,180351285,,,Station: 8 | Location: 8.15 | Power: 900kW
3ab358ea-538c-4d73-bb44-2b7138affd1c,Inverter,SMA,SMA SC-xxxCP-10,180351311,,,Station: 1 | Location: 1.1 | Power: 900kW | Inverters: 12
3ab358ea-538c-4d73-bb44-2b7138affd1c,Inverter,SMA,SMA SC-xxxCP-10,180351312,,,Station: 1 | Location: 1.2 | Power: 900kW
3ab358ea-538c-4d73-bb44-2b7138affd1c,Inverter,SMA,SMA SC-xxxCP-10,180351319,,,Station: 2 | Location: 2.1 | Power: 900kW
3ab358ea-538c-4d73-bb44-2b7138affd1c,Inverter,SMA,SMA SC-xxxCP-10,180351320,,,Station: 2 | Location: 2.2 | Power: 900kW
3ab358ea-538c-4d73-bb44-2b7138affd1c,Inverter,SMA,SMA SC-xxxCP-10,180351321,,,Station: 3 | Location: 3.1 | Power: 900kW
3ab358ea-538c-4d73-bb44-2b7138affd1c,Inverter,SMA,SMA SC-xxxCP-10,180351322,,,Station: 3 | Location: 3.2 | Power: 900kW
3ab358ea-538c-4d73-bb44-2b7138affd1c,Inverter,SMA,SMA SC-xxxCP-10,180351387,,,Station: 4 | Location: 4.1 | Power: 900kW
3ab358ea-538c-4d73-bb44-2b7138affd1c,Inverter,SMA,SMA SC-xxxCP-10,180351388,,,Station: 4 | Location: 4.2 | Power: 900kW
3ab358ea-538c-4d73-bb44-2b7138affd1c,Inverter,SMA,SMA SC-xxxCP-10,180351389,,,Station: 5 | Location: 5.1 | Power: 900kW
3ab358ea-538c-4d73-bb44-2b7138affd1c,Inverter,SMA,SMA SC-xxxCP-10,180800028,,,Station: 5 | Location: 5.2 | Power: 900kW
3ab358ea-538c-4d73-bb44-2b7138affd1c,Inverter,SMA,SMA SC-xxxCP-10,180800029,,,Station: 6 | Location: 6.1 | Power: 900kW
3ab358ea-538c-4d73-bb44-2b7138affd1c,Inverter,SMA,SMA SC-xxxCP-10,180800030,,,Station: 6 | Location: 6.2 | Power: 900kW
3f247b33-85ee-4b4a-be79-28dbb03f8b23,Inverter,SMA,SMA SC-xxxCP-10,180191821,,,Station: 1 | Location: 1.1 | Inverters: 6
3f247b33-85ee-4b4a-be79-28dbb03f8b23,Inverter,SMA,SMA SC-xxxCP-10,180191818,,,Station: 1 | Location: 1.2
3f247b33-85ee-4b4a-be79-28dbb03f8b23,Inverter,SMA,SMA SC-xxxCP-10,180191813,,,Station: 2 | Location: 2.1
3f247b33-85ee-4b4a-be79-28dbb03f8b23,Inverter,SMA,SMA SC-xxxCP-10,180191822,,,Station: 2 | Location: 2.2
3f247b33-85ee-4b4a-be79-28dbb03f8b23,Inverter,SMA,SMA SC-xxxCP-10,180191823,,,Station: 3 | Location: 3.1
3f247b33-85ee-4b4a-be79-28dbb03f8b23,Inverter,SMA,SMA SC-xxxCP-10,180191825,,,Station: 3 | Location: 3.2
c26437d6-7f4a-4966-9454-9a7269c3819b,Inverter,SMA,SMA SC-xxxCP-10,,,,Location: 1 | Power: 800kW | Inverters: 5
c26437d6-7f4a-4966-9454-9a7269c3819b,Inverter,SMA,SMA SC-xxxCP-10,180192401,,,Location: 2 | Power: 800kW
c26437d6-7f4a-4966-9454-9a7269c3819b,Inverter,SMA,SMA SC-xxxCP-10,,,,Location: 3 | Power: 800kW
c26437d6-7f4a-4966-9454-9a7269c3819b,Inverter,SMA,SMA SC-xxxCP-10,,,,Location: 4 | Power: 800kW
c26437d6-7f4a-4966-9454-9a7269c3819b,Inverter,SMA,SMA SC-xxxCP-10,,,,Location: 5 | Power: 800kW
d21b5faa-1f48-4c05-af77-b9c3ac183146,Inverter,Schneider,Schneider Conext Core XC,U21439020011,,,Station: 1 | Location: 1.1 | Power: 680kW | Inverters: 10
d21b5faa-1f48-4c05-af77-b9c3ac183146,Inverter,Schneider,Schneider Conext Core XC,U21443001153,,,Station: 1 | Location: 1.2 | Power: 680kW
d21b5faa-1f48-4c05-af77-b9c3ac183146,Inverter,Schneider,Schneider Conext Core XC,U21439030002,,,Station: 2 | Location: 2.1 | Power: 680kW
d21b5faa-1f48-4c05-af77-b9c3ac183146,Inverter,Schneider,Schneider Conext Core XC,U21443001190,,,Station: 2 | Location: 2.2 | Power: 680kW
d21b5faa-1f48-4c05-af77-b9c3ac183146,Inverter,Schneider,Schneider Conext Core XC,U21443001192,,,Station: 3 | Location: 3.1 | Power: 680kW
d21b5faa-1f48-4c05-af77-b9c3ac183146,Inverter,Schneider,Schneider Conext Core XC,U21440000069,,,Station: 3 | Location: 3.2 | Power: 680kW
d21b5faa-1f48-4c05-af77-b9c3ac183146,Inverter,Schneider,Schneider Conext Core XC,U21447001403,,,Station: 4 | Location: 4.1 | Power: 680kW
d21b5faa-1f48-4c05-af77-b9c3ac183146,Inverter,Schneider,Schneider Conext Core XC,U21449030008,,,Station: 4 | Location: 4.2 | Power: 680kW
d21b5faa-1f48-4c05-af77-b9c3ac183146,Inverter,Schneider,Schneider Conext Core XC,U21440033003,,,Station: 5 | Location: 5.1 | Power: 680kW
d21b5faa-1f48-4c05-af77-b9c3ac183146,Inverter,Schneider,Schneider Conext Core XC,U21439030003,,,Station: 5 | Location: 5.2 | Power: 680kW
68002642-0e95-4084-9176-6424ce695433,Inverter,Schneider,Schneider Conext Core XC,U21540000504,,,Station: A | Location: A.1 | Power: 680kW | Inverters: 6
68002642-0e95-4084-9176-6424ce695433,Inverter,Schneider,Schneider Conext Core XC,U21540000842,,,Station: A | Location: A.2 | Power: 680kW
68002642-0e95-4084-9176-6424ce695433,Inverter,Schneider,Schneider Conext Core XC,U21540000889,,,Station: B | Location: B.1 | Power: 680kW
68002642-0e95-4084-9176-6424ce695433,Inverter,Schneider,Schneider Conext Core XC,U21540000890,,,Station: B | Location: B.2 | Power: 680kW
68002642-0e95-4084-9176-6424ce695433,Inverter,Schneider,Schneider Conext Core XC,U21537001230,,,Station: C | Location: C.1 | Power: 680kW
68002642-0e95-4084-9176-6424ce695433,Inverter,Schneider,Schneider Conext Core XC,U21537000975,,,Station: C | Location: C.2 | Power: 680kW
eeeb89fe-a3c6-4d33-9050-665e52e0cfa0,Inverter,SMA,SMA SC-xxxCP-10,180800660,,,Location: 1 | Inverters: 5
eeeb89fe-a3c6-4d33-9050-665e52e0cfa0,Inverter,SMA,SMA SC-xxxCP-10,180800753,,,Location: 2
eeeb89fe-a3c6-4d33-9050-665e52e0cfa0,Inverter,SMA,SMA SC-xxxCP-10,180800752,,,Location: 3
eeeb89fe-a3c6-4d33-9050-665e52e0cfa0,Inverter,SMA,SMA SC-xxxCP-10,180800751,,,Location: 4
eeeb89fe-a3c6-4d33-9050-665e52e0cfa0,Inverter,SMA,SMA SC-xxxCP-10,180800627,,,Location: 5
37ba0759-4b33-470f-8d0f-211e4aefa794,Inverter,Schneider,Schneider Conext Core XC,N21220000029,,,Station: 1 | Location: 1.1 | Power: 680kW | Inverters: 5
37ba0759-4b33-470f-8d0f-211e4aefa794,Inverter,Schneider,Schneider Conext Core XC,N21206000045,,,Station: 2 | Location: 2.1 | Power: 680kW
37ba0759-4b33-470f-8d0f-211e4aefa794,Inverter,Schneider,Schneider Conext Core XC,N21221000598,,,Station: 2 | Location: 2.2 | Power: 680kW
37ba0759-4b33-470f-8d0f-211e4aefa794,Inverter,Schneider,Schneider Conext Core XC,N21220000023,,,Station: 3 | Location: 3.1 | Power: 680kW
37ba0759-4b33-470f-8d0f-211e4aefa794,Inverter,Schneider,Schneider Conext Core XC,N21221000595,,,Station: 3 | Location: 3.2 | Power: 680kW
9f490210-bb12-45ff-a63d-582b51973e16,Inverter,Schneider,Schneider Conext Core XC,U21532030049,,,Station: A | Location: A.1 | Power: 680kW | Inverters: 6
9f490210-bb12-45ff-a63d-582b51973e16,Inverter,Schneider,Schneider Conext Core XC,U21533000120,,,Station: A | Location: A.2 | Power: 680kW
9f490210-bb12-45ff-a63d-582b51973e16,Inverter,Schneider,Schneider Conext Core XC,U21532030002,,,Station: A | Location: A.3 | Power: 680kW
9f490210-bb12-45ff-a63d-582b51973e16,Inverter,Schneider,Schneider Conext Core XC,U21533000119,,,Station: B | Location: B.1 | Power: 680kW
9f490210-bb12-45ff-a63d-582b51973e16,Inverter,Schneider,Schneider Conext Core XC,U21522001107,,,Station: B | Location: B.2 | Power: 680kW
9f490210-bb12-45ff-a63d-582b51973e16,Inverter,Schneider,Schneider Conext Core XC,U21544001453,,,Station: B | Location: B.3 | Power: 680kW
9529ebf9-9cb7-44c8-bacd-d997e37c42e2,Inverter,SMA,SMA SC-xxxCP-10,180801961,,,Station: 1 | Location: 1 | Power: 850kW | Inverters: 4
9529ebf9-9cb7-44c8-bacd-d997e37c42e2,Inverter,SMA,SMA SC-xxxCP-10,180801962,,,Station: 1 | Location: 2 | Power: 850kW
9529ebf9-9cb7-44c8-bacd-d997e37c42e2,Inverter,SMA,SMA SC-xxxCP-10,180801960,,,Station: 2 | Location: 3 | Power: 850kW
9529ebf9-9cb7-44c8-bacd-d997e37c42e2,Inverter,SMA,SMA SC-xxxCP-10,180801963,,,Station: 2 | Location: 4 | Power: 850kW
2a84d225-37a0-48ac-be08-10913a8648df,Inverter,SMA,SMA SC-xxxCP-10,180351220,,,Location: 1.1 | Inverters: 8
2a84d225-37a0-48ac-be08-10913a8648df,Inverter,SMA,SMA SC-xxxCP-10,180351219,,,Location: 1.2
2a84d225-37a0-48ac-be08-10913a8648df,Inverter,SMA,SMA SC-xxxCP-10,180181337,,,Location: 2.1
2a84d225-37a0-48ac-be08-10913a8648df,Inverter,SMA,SMA SC-xxxCP-10,180181336,,,Location: 2.2
2a84d225-37a0-48ac-be08-10913a8648df,Inverter,SMA,SMA SC-xxxCP-10,180351224,,,Location: 3.1
2a84d225-37a0-48ac-be08-10913a8648df,Inverter,SMA,SMA SC-xxxCP-10,180351223,,,Location: 3.2
2a84d225-37a0-48ac-be08-10913a8648df,Inverter,SMA,SMA SC-xxxCP-10,180351222,,,Location: 4.1
2a84d225-37a0-48ac-be08-10913a8648df,Inverter,SMA,SMA SC-xxxCP-10,180351221,,,Location: 4.2
630789c1-779c-47ab-b6fe-19f3cc520657,Inverter,Schneider,Schneider Conext Core XC,,,,Station: 1 | Location: 1 | Power: 680kW | Inverters: 15
630789c1-779c-47ab-b6fe-19f3cc520657,Inverter,Schneider,Schneider Conext Core XC,,,,Station: 1 | Location: 2 | Power: 680kW
630789c1-779c-47ab-b6fe-19f3cc520657,Inverter,Schneider,Schneider Conext Core XC,,,,Station: 1 | Location: 3 | Power: 680kW
630789c1-779c-47ab-b6fe-19f3cc520657,Inverter,Schneider,Schneider Conext Core XC,U21541001046,,,Station: 2 | Location: 4 | Power: 680kW
630789c1-779c-47ab-b6fe-19f3cc520657,Inverter,Schneider,Schneider Conext Core XC,,,,Station: 2 | Location: 5 | Power: 680kW
630789c1-779c-47ab-b6fe-19f3cc520657,Inverter,Schneider,Schneider Conext Core XC,U21541001114,,,Station: 2 | Location: 6 | Power: 680kW
630789c1-779c-47ab-b6fe-19f3cc520657,Inverter,Schneider,Schneider Conext Core XC,,,,Station: 3 | Location: 7 | Power: 680kW
630789c1-779c-47ab-b6fe-19f3cc520657,Inverter,Schneider,Schneider Conext Core XC,,,,Station: 3 | Location: 8 | Power: 680kW
630789c1-779c-47ab-b6fe-19f3cc520657,Inverter,Schneider,Schneider Conext Core XC,,,,Station: 3 | Location: 9 | Power: 680kW
630789c1-779c-47ab-b6fe-19f3cc520657,Inverter,Schneider,Schneider Conext Core XC,,,,Station: 4 | Location: 10 | Power: 680kW
630789c1-779c-47ab-b6fe-19f3cc520657,Inverter,Schneider,Schneider Conext Core XC,,,,Station: 4 | Location: 11 | Power: 680kW
630789c1-779c-47ab-b6fe-19f3cc520657,Inverter,Schneider,Schneider Conext Core XC,,,,Station: 4 | Location: 12 | Power: 680kW
630789c1-779c-47ab-b6fe-19f3cc520657,Inverter,Schneider,Schneider Conext Core XC,,,,Station: 5 | Location: 13 | Power: 680kW
630789c1-779c-47ab-b6fe-19f3cc520657,Inverter,Schneider,Schneider Conext Core XC,,,,Station: 5 | Location: 14 | Power: 680kW
630789c1-779c-47ab-b6fe-19f3cc520657,Inverter,Schneider,Schneider Conext Core XC,,,,Station: 5 | Location: 15 | Power: 680kW
d7d4b3d3-a2c5-4833-a618-eca457423bdc,Inverter,SMA,SMA SC-xxxx,3016034527,,,Station: 1 | Location: 1 | Power: 2200kW | Inverters: 3
d7d4b3d3-a2c5-4833-a618-eca457423bdc,Inverter,SMA,SMA SC-xxxCP-10,180800374,,,Station: 2 | Location: 2.1 | Power: 900kW
d7d4b3d3-a2c5-4833-a618-eca457423bdc,Inverter,SMA,SMA SC-xxxCP-10,180800373,,,Station: 2 | Location: 2.2 | Power: 900kW
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180350803,,,Station: 1 | Location: 1.1 | Power: 900kW | Inverters: 32
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180350804,,,Station: 1 | Location: 1.2 | Power: 900kW
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180350805,,,Station: 2 | Location: 2.1 | Power: 900kW
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180350806,,,Station: 2 | Location: 2.2 | Power: 900kW
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180350807,,,Station: 3 | Location: 3.1 | Power: 900kW
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180350808,,,Station: 3 | Location: 3.2 | Power: 900kW
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180350848,,,Station: 4 | Location: 4.1 | Power: 900kW
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180350849,,,Station: 4 | Location: 4.2 | Power: 900kW
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180350850,,,Station: 5 | Location: 5.1 | Power: 900kW
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180350868,,,Station: 5 | Location: 5.2 | Power: 900kW
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180350809,,,Station: 6 | Location: 6.1 | Power: 900kW
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180350810,,,Station: 6 | Location: 6.2 | Power: 900kW
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180350811,,,Station: 7 | Location: 7.1 | Power: 900kW
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180350812,,,Station: 7 | Location: 7.2 | Power: 900kW
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180350813,,,Station: 8 | Location: 8.1 | Power: 900kW
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180350814,,,Station: 8 | Location: 8.2 | Power: 900kW
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180350819,,,Station: 9 | Location: 9.1 | Power: 900kW
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180350820,,,Station: 9 | Location: 9.2 | Power: 900kW
66b94879-ff98-4e6e-9aae-9715789e3c80,Inverter,SMA,SMA SC-xxxCP-10,180181322,,,Station: 10 | Location: 10.1 | Power: 900kW
