site_id,equipment_type,manufacturer,model,serial_number,installation_date,warranty_expiry,notes
21ca8018-0a4c-41ca-8d50-3a28da190d39,Inverter,SMA,SMA SC-xxxCP-10,180351166,,,Station: 8 | Location: 15 | Power: 900kW
21ca8018-0a4c-41ca-8d50-3a28da190d39,Inverter,SMA,SMA SC-xxxCP-10,180351165,,,Station: 8 | Location: 16 | Power: 900kW
21ca8018-0a4c-41ca-8d50-3a28da190d39,Inverter,SMA,SMA SC-xxxCP-10,180351159,,,Station: 9 | Location: 17 | Power: 900kW
21ca8018-0a4c-41ca-8d50-3a28da190d39,Inverter,SMA,SMA SC-xxxCP-10,180351160,,,Station: 9 | Location: 18 | Power: 900kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,300142120R80,,,Station: 1 | Location: 1A | Power: 605kW | Inverters: 21
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,300142121R00,,,Station: 1 | Location: 1B | Power: 605kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,300142120R80,,,Station: 2 | Location: 2A | Power: 605kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,300142121R10,,,Station: 2 | Location: 2B | Power: 605kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,300142120R50,,,Station: 3 | Location: 3A | Power: 605kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,300142120R90,,,Station: 3 | Location: 3B | Power: 605kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,300142120R40,,,Station: 4 | Location: 4A | Power: 605kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,300142120R70,,,Station: 4 | Location: 4B | Power: 605kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,300142120R50,,,Station: 5 | Location: 5A | Power: 605kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,300142121R60,,,Station: 5 | Location: 5B | Power: 605kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 400TL X320,200142101R40,,,Station: 6 | Location: 6A | Power: 400kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,300142122R20,,,Station: 7 | Location: 7A | Power: 605kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,300142122R30,,,Station: 7 | Location: 7B | Power: 605kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,300142121R30,,,Station: 8 | Location: 8A | Power: 605kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,300142122R30,,,Station: 8 | Location: 8B | Power: 605kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,300142121R90,,,Station: 9 | Location: 9A | Power: 605kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,300142121R80,,,Station: 9 | Location: 9B | Power: 605kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,300142122R00,,,Station: 10 | Location: 10A | Power: 605kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,300142121R20,,,Station: 11 | Location: 11A | Power: 605kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,Crucis 12A,,,Station: 12 | Location: 12A | Power: 605kW
75f6223e-4bf8-4ffa-aa72-d8a227ef9fa1,Inverter,Ingecon,Ingecon SUN 605TL X320,Crucis 12B,,,Station: 12 | Location: 12B | Power: 605kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,N21318000406,,,Station: A | Location: A1 | Power: 680kW | Inverters: 46
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21315000016,,,Station: A | Location: A2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,N21319000038,,,Station: B | Location: B1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,N21317000011,,,Station: B | Location: B2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,N21318000407,,,Station: C | Location: C1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,N21317000018,,,Station: C | Location: C2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,N21317000019,,,Station: D | Location: D1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,N21321000007,,,Station: D | Location: D2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21320000234,,,Station: E | Location: E1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,N21320000061,,,Station: E | Location: E2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21310000554,,,Station: F | Location: F1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21309000989,,,Station: F | Location: F2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21245000786,,,Station: G | Location: G1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21245000269,,,Station: G | Location: G2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,N21245000737,,,Station: H | Location: H1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21245000270,,,Station: H | Location: H2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21245000271,,,Station: I | Location: I1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21245000787,,,Station: I | Location: I2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21405000532,,,Station: J | Location: J1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21412001023,,,Station: J | Location: J2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21404001736,,,Station: K | Location: K1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21404000599,,,Station: K | Location: K2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21408000746,,,Station: L | Location: L1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21307000375,,,Station: L | Location: L2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,N21306000805,,,Station: M | Location: M1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21306000992,,,Station: M | Location: M2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21406000887,,,Station: N | Location: N1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21306000308,,,Station: N | Location: N2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,N21307000002,,,Station: O | Location: O1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21307000218,,,Station: O | Location: O2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21306000991,,,Station: P | Location: P1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21306000986,,,Station: P | Location: P2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21306000310,,,Station: Q | Location: Q1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21405000674,,,Station: Q | Location: Q2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21319002388,,,Station: R | Location: R1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,N21321000006,,,Station: R | Location: R2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21245000272,,,Station: S | Location: S1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21245000106,,,Station: S | Location: S2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,N21325000014,,,Station: T | Location: T1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,N21320000002,,,Station: T | Location: T2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21315000017,,,Station: U | Location: U1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21309000498,,,Station: U | Location: U2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21308000249,,,Station: V | Location: V1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,U21315000419,,,Station: V | Location: V2 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,N21321000005,,,Station: W | Location: W1 | Power: 680kW
f95895e7-f735-4fd2-95d2-3c07f10de690,Inverter,Schneider,Schneider Conext Core XC,N21302000194,,,Station: W | Location: W2 | Power: 680kW
d2f705cd-1311-4d64-bf9f-a867a6c47d26,Inverter,Schneider,Schneider Conext Core XC,U21425001241,,,Station: EA | Location: EA1 | Power: 680kW | Inverters: 8
d2f705cd-1311-4d64-bf9f-a867a6c47d26,Inverter,Schneider,Schneider Conext Core XC,U21423002420,,,Station: EA | Location: EA2 | Power: 680kW
d2f705cd-1311-4d64-bf9f-a867a6c47d26,Inverter,Schneider,Schneider Conext Core XC,U21423000077,,,Station: EB | Location: EB1 | Power: 680kW
d2f705cd-1311-4d64-bf9f-a867a6c47d26,Inverter,Schneider,Schneider Conext Core XC,U21422001689,,,Station: EB | Location: EB2 | Power: 680kW
d2f705cd-1311-4d64-bf9f-a867a6c47d26,Inverter,Schneider,Schneider Conext Core XC,U21423001578,,,Station: EC | Location: EC1 | Power: 680kW
d2f705cd-1311-4d64-bf9f-a867a6c47d26,Inverter,Schneider,Schneider Conext Core XC,U21425001234,,,Station: EC | Location: EC2 | Power: 680kW
d2f705cd-1311-4d64-bf9f-a867a6c47d26,Inverter,Schneider,Schneider Conext Core XC,U21423001581,,,Station: ED | Location: ED1 | Power: 680kW
d2f705cd-1311-4d64-bf9f-a867a6c47d26,Inverter,Schneider,Schneider Conext Core XC,U21422003439,,,Station: ED | Location: ED2 | Power: 680kW
03b4a2a2-1c7f-4a97-82dc-1b26466fe011,Inverter,Schneider,Schneider Conext Core XC,U21511020004,,,Station: A | Location: A.1 | Power: 680kW | Inverters: 6
03b4a2a2-1c7f-4a97-82dc-1b26466fe011,Inverter,Schneider,Schneider Conext Core XC,U21511000237,,,Station: A | Location: A.2 | Power: 680kW
03b4a2a2-1c7f-4a97-82dc-1b26466fe011,Inverter,Schneider,Schneider Conext Core XC,U21511020009,,,Station: B | Location: B.1 | Power: 680kW
03b4a2a2-1c7f-4a97-82dc-1b26466fe011,Inverter,Schneider,Schneider Conext Core XC,U21511000190,,,Station: B | Location: B.2 | Power: 680kW
03b4a2a2-1c7f-4a97-82dc-1b26466fe011,Inverter,Schneider,Schneider Conext Core XC,U21514030004,,,Station: C | Location: C.1 | Power: 680kW
03b4a2a2-1c7f-4a97-82dc-1b26466fe011,Inverter,Schneider,Schneider Conext Core XC,U21511030003,,,Station: C | Location: C.2 | Power: 680kW
7c276e28-fdc2-4a92-a245-4bbcf3d36eba,Inverter,SMA,SMA SC-xxxx,3018491563,,,Location: MQA14 | Power: 4000kW
7c276e28-fdc2-4a92-a245-4bbcf3d36eba,Inverter,SMA,SMA SC-xxxx,CT1540/23,,,Power: 4000kW
7c276e28-fdc2-4a92-a245-4bbcf3d36eba,Inverter,SMA,SMA SC-xxxx,CT1541/23,,,Power: 4000kW
7c276e28-fdc2-4a92-a245-4bbcf3d36eba,Inverter,SMA,SMA SC-xxxx,CT1542/23,,,Power: 4000kW
7c276e28-fdc2-4a92-a245-4bbcf3d36eba,Inverter,SMA,SMA SC-xxxx,CT1543/23,,,Power: 4000kW
7c276e28-fdc2-4a92-a245-4bbcf3d36eba,Inverter,SMA,SMA SC-xxxx,CT1544/23,,,Power: 4000kW
7c276e28-fdc2-4a92-a245-4bbcf3d36eba,Inverter,SMA,SMA SC-xxxx,CT1545/23,,,Power: 4000kW
7c276e28-fdc2-4a92-a245-4bbcf3d36eba,Inverter,SMA,SMA SC-xxxx,CT1546/23,,,Power: 4000kW
fc5d9e01-0dff-4835-a068-d925d8ab7662,Inverter,Schneider,Schneider Conext Core XC,U21436020008,,,Station: 1 | Location: 1.1 | Power: 680kW | Inverters: 11
fc5d9e01-0dff-4835-a068-d925d8ab7662,Inverter,Schneider,Schneider Conext Core XC,U21429000280,,,Station: 1 | Location: 1.2 | Power: 680kW
fc5d9e01-0dff-4835-a068-d925d8ab7662,Inverter,Schneider,Schneider Conext Core XC,U21436020013,,,Station: 2 | Location: 2.1 | Power: 680kW
fc5d9e01-0dff-4835-a068-d925d8ab7662,Inverter,Schneider,Schneider Conext Core XC,U21312001171,,,Station: 2 | Location: 2.2 | Power: 680kW
fc5d9e01-0dff-4835-a068-d925d8ab7662,Inverter,Schneider,Schneider Conext Core XC,U21312000307,,,Station: 3 | Location: 3.1 | Power: 680kW
fc5d9e01-0dff-4835-a068-d925d8ab7662,Inverter,Schneider,Schneider Conext Core XC,U21436030001,,,Station: 3 | Location: 3.2 | Power: 680kW
fc5d9e01-0dff-4835-a068-d925d8ab7662,Inverter,Schneider,Schneider Conext Core XC,U21312001166,,,Station: 4 | Location: 4.1 | Power: 680kW
fc5d9e01-0dff-4835-a068-d925d8ab7662,Inverter,Schneider,Schneider Conext Core XC,U21312000304,,,Station: 4 | Location: 4.2 | Power: 680kW
fc5d9e01-0dff-4835-a068-d925d8ab7662,Inverter,Schneider,Schneider Conext Core XC,U21429000489,,,Station: 5 | Location: 5.1 | Power: 680kW
fc5d9e01-0dff-4835-a068-d925d8ab7662,Inverter,Schneider,Schneider Conext Core XC,U21429000490,,,Station: 5 | Location: 5.2 | Power: 680kW
fc5d9e01-0dff-4835-a068-d925d8ab7662,Inverter,Schneider,Schneider Conext Core XC,U21435000660,,,Station: 6 | Location: 6.1 | Power: 680kW
abebfe97-1877-4de5-a64c-e29d9cd267aa,Inverter,SMA,SMA SC-xxxCP-10,180802330,,,Station: 1 | Location: 1 | Power: 900kW | Inverters: 10
abebfe97-1877-4de5-a64c-e29d9cd267aa,Inverter,SMA,SMA SC-xxxCP-10,180802331,,,Station: 1 | Location: 2 | Power: 900kW
abebfe97-1877-4de5-a64c-e29d9cd267aa,Inverter,SMA,SMA SC-xxxCP-10,180802332,,,Station: 2 | Location: 3 | Power: 900kW
abebfe97-1877-4de5-a64c-e29d9cd267aa,Inverter,SMA,SMA SC-xxxCP-10,180802333,,,Station: 2 | Location: 4 | Power: 900kW
abebfe97-1877-4de5-a64c-e29d9cd267aa,Inverter,SMA,SMA SC-xxxCP-10,180802334,,,Station: 3 | Location: 5 | Power: 900kW
abebfe97-1877-4de5-a64c-e29d9cd267aa,Inverter,SMA,SMA SC-xxxCP-10,180802337,,,Station: 3 | Location: 6 | Power: 900kW
abebfe97-1877-4de5-a64c-e29d9cd267aa,Inverter,SMA,SMA SC-xxxCP-10,180802341,,,Station: 4 | Location: 7 | Power: 900kW
abebfe97-1877-4de5-a64c-e29d9cd267aa,Inverter,SMA,SMA SC-xxxCP-10,180802340,,,Station: 4 | Location: 8 | Power: 900kW
abebfe97-1877-4de5-a64c-e29d9cd267aa,Inverter,SMA,SMA SC-xxxCP-10,180802339,,,Station: 5 | Location: 9 | Power: 900kW
abebfe97-1877-4de5-a64c-e29d9cd267aa,Inverter,SMA,SMA SC-xxxCP-10,180802338,,,Station: 5 | Location: 10 | Power: 900kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804535,,,Station: A | Location: A.1 | Power: 675kW | Inverters: 26
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804940,,,Station: A | Location: A.2 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804919,,,Station: B | Location: B.1 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804833,,,Station: B | Location: B.2 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7803869,,,Station: C | Location: C.1 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804510,,,Station: C | Location: C.2 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804834,,,Station: D | Location: D.1 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804453,,,Station: D | Location: D.2 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804939,,,Station: E | Location: E.1 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804936,,,Station: E | Location: E.2 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804790,,,Station: F | Location: F.1 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804391,,,Station: F | Location: F.2 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804941,,,Station: G | Location: G.1 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804384,,,Station: G | Location: G.2 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804796,,,Station: H | Location: H.1 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804397,,,Station: H | Location: H.2 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804536,,,Station: I | Location: I.1 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804522,,,Station: I | Location: I.2 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804920,,,Station: J | Location: J.1 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804970,,,Station: J | Location: J.2 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804895,,,Station: K | Location: K.1 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804369,,,Station: K | Location: K.2 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804914,,,Station: L | Location: L.1 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804913,,,Station: L | Location: L.2 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804933,,,Station: M | Location: M.1 | Power: 675kW
552c5916-450c-417d-a3f0-7aabf61abd7c,Inverter,Schneider,Schneider Xantrex GT,7804538,,,Station: M | Location: M.2 | Power: 675kW
76cacd4e-d4c7-49f2-ada0-8d69ef36fdd2,Inverter,Schneider,Schneider Conext Core XC,U21540000853,,,Station: 1 | Location: 1.1 | Power: 680kW | Inverters: 6
76cacd4e-d4c7-49f2-ada0-8d69ef36fdd2,Inverter,Schneider,Schneider Conext Core XC,U21540000843,,,Station: 1 | Location: 1.2 | Power: 680kW
76cacd4e-d4c7-49f2-ada0-8d69ef36fdd2,Inverter,Schneider,Schneider Conext Core XC,U21540001203,,,Station: 1 | Location: 1.3 | Power: 680kW
76cacd4e-d4c7-49f2-ada0-8d69ef36fdd2,Inverter,Schneider,Schneider Conext Core XC,U21539000086,,,Station: 2 | Location: 2.1 | Power: 680kW
76cacd4e-d4c7-49f2-ada0-8d69ef36fdd2,Inverter,Schneider,Schneider Conext Core XC,U21539000590,,,Station: 2 | Location: 2.2 | Power: 680kW
76cacd4e-d4c7-49f2-ada0-8d69ef36fdd2,Inverter,Schneider,Schneider Conext Core XC,U21539000587,,,Station: 2 | Location: 2.3 | Power: 680kW
8beff1f5-09e4-484d-b62b-ca25a4d46f4b,Inverter,SMA,SMA SC-xxxCP-10,180802206,,,Station: 1 | Location: 1.1 | Power: 900kW | Inverters: 8
8beff1f5-09e4-484d-b62b-ca25a4d46f4b,Inverter,SMA,SMA SC-xxxCP-10,180802207,,,Station: 1 | Location: 1.2 | Power: 900kW
8beff1f5-09e4-484d-b62b-ca25a4d46f4b,Inverter,SMA,SMA SC-xxxCP-10,180802214,,,Station: 2 | Location: 2.1 | Power: 900kW
8beff1f5-09e4-484d-b62b-ca25a4d46f4b,Inverter,SMA,SMA SC-xxxCP-10,180802215,,,Station: 2 | Location: 2.2 | Power: 900kW
8beff1f5-09e4-484d-b62b-ca25a4d46f4b,Inverter,SMA,SMA SC-xxxCP-10,180802210,,,Station: 3 | Location: 3.1 | Power: 900kW
8beff1f5-09e4-484d-b62b-ca25a4d46f4b,Inverter,SMA,SMA SC-xxxCP-10,180802211,,,Station: 3 | Location: 3.2 | Power: 900kW
8beff1f5-09e4-484d-b62b-ca25a4d46f4b,Inverter,SMA,SMA SC-xxxCP-10,180802212,,,Station: 4 | Location: 4.1 | Power: 900kW
8beff1f5-09e4-484d-b62b-ca25a4d46f4b,Inverter,SMA,SMA SC-xxxCP-10,180802213,,,Station: 4 | Location: 4.2 | Power: 900kW
8beff1f5-09e4-484d-b62b-ca25a4d46f4b,Inverter,SMA,SMA SC-xxxCP-10,180802208,,,Station: 5 | Location: 5.1 | Power: 900kW
8beff1f5-09e4-484d-b62b-ca25a4d46f4b,Inverter,SMA,SMA SC-xxxCP-10,180802209,,,Station: 5 | Location: 5.2 | Power: 900kW
68e7b2be-fef2-4b23-8858-f091190111a4,Inverter,SMA,SMA SC-xxxCP-10,180351003,,,Station: 1 | Location: 1 | Power: 900kW | Inverters: 6
68e7b2be-fef2-4b23-8858-f091190111a4,Inverter,SMA,SMA SC-xxxCP-10,180351004,,,Station: 1 | Location: 2 | Power: 900kW
68e7b2be-fef2-4b23-8858-f091190111a4,Inverter,SMA,SMA SC-xxxCP-10,180351005,,,Station: 2 | Location: 3 | Power: 900kW
68e7b2be-fef2-4b23-8858-f091190111a4,Inverter,SMA,SMA SC-xxxCP-10,180351006,,,Station: 2 | Location: 4 | Power: 900kW
68e7b2be-fef2-4b23-8858-f091190111a4,Inverter,SMA,SMA SC-xxxCP-10,180351007,,,Station: 3 | Location: 5 | Power: 900kW
68e7b2be-fef2-4b23-8858-f091190111a4,Inverter,SMA,SMA SC-xxxCP-10,180351008,,,Station: 3 | Location: 6 | Power: 900kW
b7257de4-72a9-4e15-85f3-5cb8a84e860a,Inverter,Schneider,Schneider Conext Core XC,Galton A.1,,,Station: A | Location: A.1 | Power: 680kW | Inverters: 4
b7257de4-72a9-4e15-85f3-5cb8a84e860a,Inverter,Schneider,Schneider Conext Core XC,U21525001103,,,Station: A | Location: A.2 | Power: 680kW
b7257de4-72a9-4e15-85f3-5cb8a84e860a,Inverter,Schneider,Schneider Conext Core XC,U21539000956,,,Station: B | Location: B.1 | Power: 680kW
b7257de4-72a9-4e15-85f3-5cb8a84e860a,Inverter,Schneider,Schneider Conext Core XC,U21539000550,,,Station: B | Location: B.2 | Power: 680kW
adfe59d5-b65e-41cc-ac0b-319af4cebeda,Inverter,SMA,SMA SC-xxxCP-10,180351315,,,Station: 1 | Location: 1 | Power: 900kW | Inverters: 14
adfe59d5-b65e-41cc-ac0b-319af4cebeda,Inverter,SMA,SMA SC-xxxCP-10,180351323,,,Station: 1 | Location: 2 | Power: 900kW
adfe59d5-b65e-41cc-ac0b-319af4cebeda,Inverter,SMA,SMA SC-xxxCP-10,180351325,,,Station: 2 | Location: 3 | Power: 900kW
adfe59d5-b65e-41cc-ac0b-319af4cebeda,Inverter,SMA,SMA SC-xxxCP-10,180351343,,,Station: 2 | Location: 4 | Power: 900kW
adfe59d5-b65e-41cc-ac0b-319af4cebeda,Inverter,SMA,SMA SC-xxxCP-10,180351326,,,Station: 3 | Location: 5 | Power: 900kW
adfe59d5-b65e-41cc-ac0b-319af4cebeda,Inverter,SMA,SMA SC-xxxCP-10,180351330,,,Station: 3 | Location: 6 | Power: 900kW
adfe59d5-b65e-41cc-ac0b-319af4cebeda,Inverter,SMA,SMA SC-xxxCP-10,180351327,,,Station: 4 | Location: 7 | Power: 900kW
adfe59d5-b65e-41cc-ac0b-319af4cebeda,Inverter,SMA,SMA SC-xxxCP-10,180351316,,,Station: 4 | Location: 8 | Power: 900kW
adfe59d5-b65e-41cc-ac0b-319af4cebeda,Inverter,SMA,SMA SC-xxxCP-10,180351344,,,Station: 5 | Location: 9 | Power: 900kW
adfe59d5-b65e-41cc-ac0b-319af4cebeda,Inverter,SMA,SMA SC-xxxCP-10,180351317,,,Station: 5 | Location: 10 | Power: 900kW
